code,name
1.7.1.1,"Przeprowadzanie kontroli (wykonania budżetu państwa, planowych, doraźnych)"
1.7.1.4,Centralne wspomaganie procesu kontroli
1.7.1.5,Planowanie strategiczne i zarządzanie procesami kontrolnymi
1.7.1.6,Podnoszenie kwalifikacji zawodowych kontrolerów
1.7.2.1,Opracowywanie analizy wykonania budżetu państwa i założeń polityki pieniężnej
1.7.3.1,Współpraca międzynarodowa
1.7.3.2,Realizacja zadań niekontrolnych wykonywanych na rzecz Sejmu oraz innych organów państwa
1.7.3.3,Współpraca z innymi organami kontroli w państwie
1.7.3.4,Wzmacnianie systemu kontroli w państwie
1.8.1.2,Zmiany regulacyjne w dziedzinie prawa mediów audiowizualnych
1.8.1.3,Prowadzenie postępowań w zakresie rozpatrywania skarg i wniosków
1.8.2.1,"Prowadzenie postępowań w sprawie udzielania, zmian oraz cofania koncesji na rozpowszechnianie programów radiowych i telewizyjnych"
1.8.2.2,"systemie teleinformatycznym, w sprawie wpisu do wykazu audiowizualnych usług medialnych na żądanie oraz wpisu do wykazu dostawców platform"
1.8.3.1,Prowadzenie kontroli (poprzez monitoring) programów nadawców publicznych
1.8.3.2,Analiza sprawozdań nadawców publicznych z realizacji misji oraz planów programowo-finansowych nadawców publicznych
1.8.3.3,Prowadzenie kontroli programów i audiowizualnych usług medialnych na żądanie
1.8.3.4,Organizowanie badań treści i odbioru usług medialnych
1.8.4.1,Rozpatrywanie bieżących (z danego roku) wniosków o umorzenie i rozłożenie na raty zaległości we wnoszeniu opłat abonamentowych r i tv
1.9.1.1,"Gromadzenie, opracowywanie i digitalizacja dokumentów"
1.9.1.2,Udostępnianie dokumentów
1.9.3.1,Opracowywanie i publikowanie informacji w BIP IPN oraz w katalogach tematycznych
1.9.3.2,Przygotowywanie i prowadzenie postępowań lustracyjnych
1.9.4.1,"Działalność edukacyjna, wystawiennicza, badawcza, wydawnicza i dokumentacyjna"
1.10.1.1,Wykonywanie działań kontrolnych
1.10.1.2,Wykonywanie działań nadzorczych
1.10.1.3,Wydawanie opinii
1.11.1.1,Realizacja badań statystycznych
1.11.1.2,Udostępnianie i rozpowszechnianie wynikowych informacji statystycznych
1.11.1.3,Prace rozwojowe
1.11.2.1,Prowadzenie rejestru TERYT
1.11.2.2,Prowadzenie rejestru REGON
1.11.3.1,Powszechny Spis Rolny
1.11.3.2,Narodowy Spis Powszechny Ludności i Mieszkań
2.1.1.2,Przygotowanie zawodowe na potrzeby bezpieczeństwa publicznego
2.1.1.3,Organizacja wymiany informacji w ramach centralnych systemów informatycznych i łączności
2.1.1.4,Nadzór nad specjalistycznymi uzbrojonymi formacjami ochronnymi
2.1.1.6,Wydawanie zezwoleń i koncesji oraz kontrola i nadzór
2.1.1.7,Funkcjonowanie komisji lekarskich podległych ministrowi właściwemu do spraw wewnętrznych
2.1.1.8,Wsparcie realizacji działań Policji i jednostek resortu spraw wewnętrznych
2.1.2.1,"Bezpieczeństwo najważniejszych osób, obiektów i urządzeń w państwie"
2.1.3.1,Służba patrolowa i obchodowa
2.1.3.2,Konwojowanie oraz nadzór nad zatrzymanymi
2.1.3.3,Zabezpieczenia policyjne
2.1.4.1,Bezpośrednia służba na drogach
2.1.4.2,W Profilaktyka bezpieczeństwa w ruchu drogowym
2.1.5.1,"Koordynacja działań na rzecz poprawy bezpieczeństwa powszechnego i porządku publicznego, w tym współpraca międzynarodowa"
2.1.5.2,Przeciwdziałanie handlowi ludźmi oraz wsparcie i ochrona ofiar handlu ludźmi
2.1.5.3,W Ograniczanie przestępczości i aspołecznych zachowań
2.1.6.1,Ściganie sprawców przestępstw
2.1.6.2,Poszukiwanie osób zaginionych
2.1.6.3,Zwalczanie przestępczości zorganizowanej i terroryzmu
2.1.7.1,Zwalczenia korupcji
2.2.1.1,"Prowadzenie i nadzór nad postępowaniem przygotowawczym, udział w postępowaniu przed sądami i Trybunałami, działalność pozakarna"
2.2.1.2,Zwalczanie przestępczości zorganizowanej
2.3.1.1,W Koordynacja działań związanych z ochroną przeciwpożarową
2.3.1.2,W Interwencje ratowniczo-gaśnicze
2.3.1.3,W Przygotowanie zawodowe na potrzeby ochrony przeciwpożarowej i ratownictwa
2.3.1.4,W Optymalizacja sieci Krajowego Systemu Ratowniczo-Gaśniczego
2.3.1.5,W Nadzór i wspomaganie działalności ratownictwa wodnego
2.3.1.6,Nadzór i wspomaganie działalności ratownictwa górskiego
2.3.2.1,W Rozpoznawanie i przeciwdziałanie zagrożeniom
2.3.2.2,Propagowanie ochrony przeciwpożarowej
2.3.3.1,W Szkolenia i akcje informacyjne z zakresu obrony cywilnej oraz realizacja innych zadań
2.4.1.1,"W Szkolenia i ćwiczenia administracji publicznej w zakresie zarządzania kryzysowego, komunikacji kryzysowej"
2.4.1.2,W Utrzymanie centrum zarządzania kryzysowego oraz monitoring zagrożeń
2.4.1.3,W
2.4.2.1,W Wspieranie jst w zakresie odbudowy infrastruktury technicznej zniszczonej w wyniku klęsk żywiołowych oraz ochrona przeciwpowodziowa
2.4.2.2,Koordynowanie działań administracji rządowej i samorządowej mających na celu przeciwdziałanie wystąpieniu skutków klęsk żywiołowych i ich
2.4.3.1,Nadzór nad systemem powiadamiania ratunkowego (112)
2.4.3.2,W Funkcjonowanie i rozwój systemu powiadamiania ratunkowego (112)
2.5.1.1,Organizacja odprawy granicznej
2.5.1.2,Organizacja ochrony granicy
2.5.1.3,Zwalczanie przestępstw i wykroczeń pozostających we właściwości Straży Granicznej
2.5.1.4,Przygotowanie zawodowe na potrzeby bezpieczeństwa granicy i terytorium RP
2.5.2.1,Koordynacja działań związanych z polityką migracyjną państwa
2.5.2.2,Ocena legalności pobytu cudzoziemców
2.5.2.3,Organizacja powrotów cudzoziemców
2.5.2.4,W Pomoc socjalna udzielana cudzoziemcom oraz struktura migracyjno-azylowa
2.5.2.5,W Prowadzenie postępowań w sprawach cudzoziemców
2.5.3.1,Koordynacja i monitorowanie zadań związanych z budową i funkcjonowaniem przejść granicznych
2.5.3.2,W Bieżące funkcjonowanie przejść granicznych
2.5.3.3,W Realizacja inwestycji na przejściach granicznych
3.1.1.1,System zarządzania oświatą i współpraca międzynarodowa
3.1.1.2,W Nadzór pedagogiczny
3.1.2.1,"Tworzenie ram organizacyjno-prawnych oraz wsparcie systemu kształcenia ogólnego, zawodowego i ustawicznego oraz uczenia się przez całe życie"
3.1.2.2,"W Wsparcie dostępu do książek, podręczników, materiałów edukacyjnych i ćwiczeniowych"
3.1.2.3,Wsparcie doradztwa zawodowego
3.1.2.4,Kształcenie w systemie ramowym i uzupełniającym dzieci i młodzieży polskiej w szkołach poza granicami kraju
3.1.2.5,Nauczanie dzieci i młodzieży w zakresie problematyki funkcjonowania w społeczeństwie informacyjnym
3.1.2.6,Kształcenie i przygotowanie zawodowe młodzieży zagrożonej wykluczeniem społecznym
3.1.2.7,Funkcjonowanie szkół artystycznych
3.1.2.8,Funkcjonowanie zespołów szkół i placówek rolniczych
3.1.2.9,Funkcjonowanie szkół leśnych
3.1.2.10,W
3.1.2.11,W Wsparcie kształcenia zawodowego i ustawicznego oraz uczenia się bez barier
3.1.2.12,"Funkcjonowanie szkół morskich, żeglugi śródlądowej i rybołówstwa"
3.1.3.1,W Prowadzenie spraw związanych z pragmatyką zawodową nauczycieli oraz wyróżnianiem nauczycieli za osiągnięcia dydaktyczno-wychowawcze
3.1.3.2,W Dokształcanie i doskonalenie zawodowe nauczycieli
3.1.4.1,Funkcjonowanie egzaminów zewnętrznych
3.1.5.1,W Podnoszenie jakości edukacji włączającej
3.1.5.2,"W Wsparcie działań związanych z pracą z uczniem zdolnym, stypendia Prezesa Rady Ministrów i ministrów właściwych"
3.1.5.3,W Wyrównywanie szans edukacyjnych dzieci i młodzieży
3.1.5.4,"W Konkursy tematyczne, przedmiotowe, olimpiady i patronaty"
3.1.6.1,Wsparcie tworzenia i emisji audycji radiowych i telewizyjnych o tematyce oświatowej i wychowawczej
3.1.6.2,Międzynarodowa wymiana dzieci i młodzieży
3.1.6.4,"W Realizacja działań na rzecz dzieci i młodzieży, w tym we współpracy z organizacjami pozarządowymi"
3.1.6.5,Realizacja programu ERASMUS+ oraz Europejski Korpus Solidarności
3.1.6.6,Kolonie i obozy dla dzieci i młodzieży polonijnej w Polsce
3.1.7.1,Nadzór nad placówkami służącymi działalności opiekuńczo-wychowawczej
3.1.7.2,Promocja zdrowia psychicznego i fizycznego oraz zapobieganie zaburzeniom w obszarze zdrowia psychicznego i fizycznego
3.1.7.3,W Upowszechnianie wychowania przedszkolnego i wczesnej edukacji dzieci do podjęcia obowiązku szkolnego
3.1.7.4,W Działania profilaktyczne i wychowawcze dotyczące bezpieczeństwa oraz problemów dzieci i młodzieży w środowisku szkolnym i lokalnym
3.1.7.6,W
3.1.9.1,W Rozwój infrastruktury systemu oświaty
4.1.1.1,"W Pobór podatków, ceł i niepodatkowych należności budżetu państwa oraz czynności sprawdzające"
4.1.1.2,Interpretacje indywidualne i informacja podatkowa
4.1.1.4,Platforma Usług Elektronicznych Skarbowo-Celnych
4.1.1.5,Postępowanie egzekucyjne w zakresie zaległości podatkowych i niepodatkowych
4.1.1.7,Pobór opłaty elektronicznej i opłaty za przejazd od pojazdów poruszających się po sieci dróg płatnych
4.1.2.1,"Kontrola celno-skarbowa, kontrola podatkowa oraz audyt krajowych środków publicznych"
4.1.2.2,Audyty i kontrole w ramach środków pochodzących z budżetu UE i innych funduszy
4.1.4.1,"Badania i analizy w zakresie finansów publicznych, budżetu i instytucji finansowych oraz upowszechnianie wiedzy i edukacja finansowa"
4.2.1.1,"Przygotowanie, opracowanie, wykonanie, kontrola realizacji oraz przygotowanie sprawozdań z wykonania budżetu państwa"
4.2.2.1,Zarządzanie i obsługa długu Skarbu Państwa
4.2.3.1,Subwencje ogólne dla jednostek samorządu terytorialnego
4.2.4.1,Płatność składki członkowskiej do budżetu UE
4.2.5.1,Rezerwy celowe
4.2.5.2,Rezerwa ogólna
4.2.5.3,W Rezerwa ogólna wojewody
4.2.6.1,"Opinie, oceny i analizy polityki fiskalnej państwa"
4.3.1.1,Wspieranie i regulacja funkcjonowania rynku finansowego
4.3.1.2,Nadzór w zakresie finansowych instrumentów wspierania eksportu i przedsiębiorczości
4.3.2.1,Nadzór nad rynkiem kapitałowym
4.3.2.2,Nadzór nad rynkiem ubezpieczeniowym
4.3.2.3,Nadzór nad rynkiem emerytalnym
4.3.2.4,Nadzór nad rynkiem bankowym
4.4.1.1,Prowadzenie zbiorczej ewidencji mienia Skarbu Państwa
4.4.1.2,W Zarządzanie i gospodarowanie mieniem Skarbu Państwa
4.4.1.3,W Zarządzanie i gospodarowanie mieniem Skarbu Państwa przez jednostki samorządu terytorialnego
4.4.1.4,W Regulacja stanu prawnego nieruchomości w postępowaniach administracyjnych
4.4.1.5,Gospodarowanie mieniem Zasobu Własności Rolnej Skarbu Państwa
4.4.1.6,Ochrona interesów Skarbu Państwa wynikających z zawartych umów prywatyzacyjnych
4.4.2.1,"Zastępstwo procesowe Skarbu Państwa przed sądami, trybunałami i innymi organizacjami orzekającymi w stosunkach międzynarodowych"
4.4.2.2,"Zastępstwo procesowe Skarbu Państwa i innych podmiotów przed Sądem Najwyższym, sądami powszechnymi, administracyjnymi i polubownymi"
4.4.2.3,"W Zastępstwo procesowe wojewody i dyrektora generalnego przed sądami, trybunałami i innymi organizacjami orzekającymi"
4.4.2.5,Nadzór nad czynnościami prawnymi państwowych osób prawnych
4.4.3.1,Udzielanie przez Skarb Państwa pożyczek wybranym spółkom i przedsiębiorcom
4.4.3.2,Nabywanie lub objęcie przez Skarb Państwa akcji wybranych spółek
4.5.1.1,W Zaspokajanie roszczeń z tytułu pozostawienia nieruchomości poza obecnymi granicami Rzeczypospolitej Polskiej
4.5.1.2,W Zaspokajanie roszczeń byłych właścicieli mienia przejętego przez Skarb Państwa i JST
4.5.1.3,W Zaspokajanie pozostałych roszczeń wobec Skarbu Państwa i JST
4.6.1.2,"Prowadzenie spraw w zakresie realizacji reformy nadzoru właścicielskiego, w ramach powołanej Komisji ds. reformy nadzoru właścicielskiego"
4.6.1.4,Zapewnienie realizacji przez Skarb Państwa inwestycji kapitałowych poprzez nabywanie lub obejmowanie akcji spółek
6.1.1.1,Kształtowanie otoczenia regulacyjnego oraz procedur związanych z działalnością gospodarczą
6.1.1.2,"Realizacja działań ułatwiających rozwój przedsiębiorstw, w tym MSP"
6.1.1.4,Usuwanie barier technicznych w obrocie towarowym (akredytacja)
6.1.1.5,Wsparcie przedsiębiorczości w regionach
6.1.1.6,Wsparcie Krajowego Funduszu Kapitałowego S.A.
6.1.2.1,Wspieranie współpracy w systemie innowacji
6.1.2.2,Stymulowanie wykorzystania technologii w kontaktach przedsiębiorca - administracja
6.1.2.3,Wspieranie inwestycji w innowacje i nowe technologie
6.1.2.4,W Zwrot gminom dochodów utraconych z tytułu zwolnień z podatku od nieruchomości przedsiębiorców o statusie centrum badawczo-rozwojowego
6.1.3.1,Promocja gospodarki oraz wspieranie napływu bezpośrednich inwestycji zagranicznych
6.1.3.2,Współpraca z organizacjami międzynarodowymi o charakterze gospodarczym oraz realizacja zobowiązań międzynarodowych z zakresu gospodarki
6.1.4.1,Wsparcie projektów inwestycyjnych
6.1.5.1,Organizowanie działalności normalizacyjnej łącznie z realizacją zadań wynikających z członkostwa w Unii Europejskiej
6.1.5.2,Propagowanie informacji normalizacyjnej
6.1.6.1,Prawa wyłączne
6.1.6.2,Upowszechnianie i promowanie ochrony własności przemysłowej oraz współpraca międzynarodowa
6.1.7.1,Wykonywanie czynności z dziedziny metrologii
6.1.7.2,Badanie i oznaczanie cechami probierczymi wyrobów z metali szlachetnych oraz nadzór nad obrotem tymi wyrobami
6.1.7.3,Wykonywanie czynności z zakresu kas rejestrujących
6.1.8.1,Wykonywanie czynności dozoru technicznego oraz zapewnienie i propagowanie bezpieczeństwa urządzeń technicznych
6.1.9.1,"Badanie i rozwój technologii kosmicznych oraz ich zastosowanie dla celów naukowych, gospodarczych i obronnych"
6.2.1.2,Kształtowanie warunków funkcjonowania sektorów elektroenergetyki i ciepłownictwa
6.2.1.3,Działalność w zakresie rynku gazu ziemnego
6.2.1.4,Działalność w zakresie rynku ropy naftowej
6.2.1.5,"Wspieranie wykorzystania odnawialnych źródeł energii, w tym biopaliw ciekłych w transporcie"
6.2.1.6,Działalność w zakresie rozwoju energetyki jądrowej
6.2.1.8,"W Wspieranie przedsięwzięć służących poprawie efektywności energetycznej, w tym wydawanie świadectw efektywności energetycznej"
6.2.1.9,W
6.2.2.1,Rezerwy strategiczne
6.2.2.2,Zapasy agencyjne ropy naftowej i paliw
6.2.3.1,Kształtowanie warunków dla funkcjonowania górnictwa węgla kamiennego
6.2.3.2,Wspieranie i monitoring górnictwa niewęglowego
6.3.1.1,Tworzenie i koordynacja regulacji w zakresie telekomunikacji
6.3.1.2,Regulacja rynku telekomunikacyjnego
6.3.1.3,Regulacja i wydawanie uprawnień pozwalających na dysponowanie i wykorzystywanie widma częstotliwości radiowych oraz pozwalających na
6.3.1.4,W
6.3.2.1,Tworzenie i koordynacja regulacji w zakresie działalności pocztowej
6.3.2.2,Regulacja rynku pocztowego
6.3.2.3,Kontrola podmiotów działających na rynku usług pocztowych oraz prowadzenie badań czasu przebiegu przesyłek pocztowych
6.3.2.4,Dotowanie usług pocztowych ustawowo zwolnionych z opłat
6.3.2.5,Rekompensowanie kosztu netto obowiązku świadczenia usług powszechnych operatorowi wyznaczonemu
6.4.1.1,W Tworzenie warunków rozwoju turystyki
6.4.1.2,Promowanie turystyki na rynku krajowym
6.4.1.3,Promowanie atrakcyjności turystycznej Polski za granicą
6.4.1.4,Utrzymanie i rozwój Polskiego Systemu Informacji Turystycznej
6.5.1.1,Zwalczanie praktyk antykonkurencyjnych - nadużywania pozycji dominującej oraz niedozwolonych porozumień
6.5.1.2,Kontrola koncentracji
6.5.1.5,Zwalczanie praktyk nieuczciwie wykorzystujących przewagę kontraktową
6.5.2.1,Ochrona interesów konsumentów w zakresie praktyk naruszających zbiorowe interesy konsumentów oraz klauzul abuzywnych
6.5.2.2,W Realizacja działań w zakresie bezpieczeństwa i odpowiedniej jakości produktów oraz usług
6.5.2.4,"Badanie i kontrola znajdującej się w obrocie lub oddanej do użytku aparatury, w tym telekomunikacyjnych urządzeń końcowych i urządzeń radiowych"
6.5.3.1,Pomoc publiczna
6.5.4.1,Koordynacja i nadzór w zakresie systemu ochrony jakości handlowej artykułów rolno-spożywczych
6.5.4.3,W Kontrola i inne czynności kontrolne w zakresie jakości handlowej artykułów rolno-spożywczych
6.5.5.1,W Ochrona klientów podmiotów rynku finansowego
6.5.6.1,Zwalczanie praktyk antykonkurencyjnych – nadmiernego opóźniania się ze spełnianiem świadczeń pieniężnych przez podmioty
7.1.1.1,"Tworzenie i koordynacja regulacji w zakresie budownictwa, mieszkalnictwa i gospodarki nieruchomościami"
7.1.2.1,W Termomodernizacja i remonty
7.1.2.2,Dopłaty do oprocentowania kredytów udzielonych przez banki na usuwanie skutków powodzi
7.1.2.3,Dopłaty do oprocentowania preferencyjnych kredytów mieszkaniowych udzielanych na zakup własnego mieszkania
7.1.2.4,Dopłaty do kosztów nabycia pierwszego mieszkania przez młodych ludzi
7.1.2.5,Wykup odsetek od spółdzielczych kredytów mieszkaniowych tzw. starego portfela
7.1.2.6,Refundacja bankom wypłaconych premii gwarancyjnych
7.1.2.7,Dopłaty do oprocentowania finansowania zwrotnego udzielanego na budowę lokali mieszkalnych na wynajem o umiarkowanym czynszu
7.1.2.8,Wykorzystanie nieruchomości gruntowych Skarbu Państwa w celu stymulowania budownictwa mieszkaniowego
7.1.2.9,"Wsparcie społecznego budownictwa czynszowego, w tym budowy mieszkań komunalnych, mieszkań chronionych"
7.1.2.10,Dopłaty do czynszu w pierwszych latach najmu mieszkania
7.1.2.11,Mieszkanie bez wkładu własnego
7.1.2.12,Realizacja programu Bezpieczny kredyt 2
7.1.2.13,Realizacja programu Konto Mieszkaniowe
7.1.3.1,"W Prowadzenie spraw w zakresie lokalizacji inwestycji, gospodarki nieruchomościami i zagospodarowania przestrzennego"
7.1.4.1,W Kontrola procesu budowlanego oraz utrzymania obiektów budowlanych
7.1.4.2,W Nadzór nad rynkiem wyrobów budowlanych
7.1.4.3,W Orzecznictwo administracyjne w zakresie prawa budowlanego
7.1.4.4,Cyfryzacja procesu inwestycyjno-budowlanego
7.2.1.1,Tworzenie i koordynacja regulacji oraz wsparcie w zakresie planowania i zagospodarowania przestrzennego
7.2.1.2,Polityka miejska oraz rewitalizacja
7.3.1.1,W Nadzór i kontrola w zakresie przestrzegania i stosowania przepisów w dziedzinie geodezji i kartografii
7.3.2.1,W Gromadzenie i aktualizacja państwowego zasobu geodezyjnego i kartograficznego
7.3.2.2,Udostępnianie państwowego zasobu geodezyjnego i kartograficznego
7.3.3.1,"Tworzenie, modernizacja i aktualizacja systemów infrastruktury informacji przestrzennej"
7.3.3.2,Zapewnienie dostępu do infrastruktury informacji przestrzennej
8.1.1.1,Kreowanie polityki w zakresie sportu dla wszystkich
8.1.1.2,Rozwój ogólnodostępnej infrastruktury sportowo-rekreacyjnej
8.1.1.3,Podnoszenie kompetencji kadr sportu dla wszystkich
8.1.2.1,Upowszechnianie sportu dzieci i młodzieży
8.1.2.2,Upowszechnianie sportu różnych grup społecznych i środowiskowych
8.1.2.3,Upowszechnianie sportu wśród osób niepełnosprawnych
8.1.2.4,Promocja sportu dla wszystkich
8.2.1.1,Kreowanie polityki w zakresie sportu wyczynowego
8.2.1.2,Rozwój i utrzymanie infrastruktury sportowej na potrzeby sportu wyczynowego
8.2.1.3,Organizacja zawodów sportowych rangi mistrzowskiej w Polsce
8.2.1.4,Zwalczanie negatywnych zjawisk w sporcie
8.2.1.5,Podnoszenie kompetencji kadr sportu wyczynowego
8.2.2.1,Przygotowania i udział kadr narodowych w międzynarodowych zawodach sportowych rangi mistrzowskiej
8.2.2.2,Przygotowania i udział osób niepełnosprawnych w międzynarodowych zawodach sportowych rangi mistrzowskiej
8.2.2.3,System szkolenia sportowego dzieci i młodzieży
9.1.1.1,"Koordynacja, nadzór i wspieranie ochrony i popularyzacji dziedzictwa narodowego"
9.1.1.2,"Ochrona, udostępnianie, digitalizacja i popularyzacja zasobów dóbr kultury i propagowanie wiedzy o dziedzictwie kulturowym"
9.1.1.3,"Gromadzenie, przechowywanie i badanie dóbr kultury"
9.1.1.4,W Ochrona zabytków wpisanych do rejestru i nadzór konserwatorski
9.1.1.5,Zagospodarowanie zabytków i badania nad zabytkami
9.1.1.6,Rewaloryzacja i konserwacja obiektów i materialnych dóbr kultury
9.1.1.7,W Opieka nad miejscami pamięci narodowej oraz grobami i cmentarzami wojennymi
9.1.1.8,Restytucja dóbr kultury
9.1.1.9,W Upamiętnianie wydarzeń historycznych
9.2.1.1,"Koordynacja, nadzór i wspieranie działalności artystycznej, upowszechniającej i promującej kulturę"
9.2.1.2,Promocja kultury polskiej i dialog międzykulturowy
9.2.1.3,"Wspieranie i promowanie twórców, artystów i osób zasłużonych dla kultury"
9.2.1.4,W Wspieranie i promowanie wydarzeń kulturalnych
9.2.1.5,"Wspieranie działalności edukacyjnej, naukowej i wydawniczej"
9.2.1.6,Wspieranie i promowanie literatury i czytelnictwa
9.2.1.7,"Wspieranie i promowanie działalności audiowizualnej, w tym kinematografii"
9.2.1.8,Wspieranie i promowanie działań na rzecz dostępu do dóbr kultury osób niepełnosprawnych
10.1.1.1,Finansowanie działalności naukowej i dydaktycznej podmiotów systemu szkolnictwa wyższego i nauki
10.1.1.2,Wspieranie współpracy z zagranicą
10.1.1.3,Wspieranie rozwoju kadry
10.1.1.4,Finansowanie i współfinansowanie projektów badawczych
10.1.1.5,Programy i przedsięwzięcia ustanawiane przez Ministra
10.1.1.6,Wsparcie funkcjonowania systemu szkolnictwa wyższego i nauki
10.1.1.7,Przyznawanie i finansowanie nagród Ministra
10.1.1.8,Wsparcie procesu umiędzynarodowienia. Działalność Narodowej Agencji Wymiany Akademickiej
10.1.2.1,Finansowanie inwestycji związanych z działalnością naukową
10.1.2.2,Rozwój infrastruktury związanej z kształceniem
10.1.3.1,Działalność Polskiej Akademii Nauk
10.1.3.2,Wspieranie działalności jednostek i organów w systemie zarządzania szkolnictwem wyższym i nauką
10.1.4.1,Pomoc materialna dla studentów (dotacja podmiotowa)
10.1.4.2,Wsparcie studentów i młodych naukowców wyróżniających się znaczącymi osiągnięciami
10.1.4.3,Kredyty studenckie
10.1.4.4,Zlecanie organizacjom pozarządowym i innym podmiotom zadań na rzecz środowiska akademickiego
10.1.4.5,Stypendia dla cudzoziemców
10.2.1.1,Wspieranie systemu zarządzania badaniami naukowymi oraz ich wynikami
10.2.1.2,Finansowanie badań aplikacyjnych
10.2.1.3,Finansowanie prac B+R oraz komercjalizacji ich wyników w podmiotach mających zdolność zastosowania ich wyników w praktyce
10.2.1.4,Rozwój kompetencji kadr systemu B+R i wzrost świadomości roli nauki w rozwoju gospodarczym
10.2.1.5,Wsparcie B+R w zakresie obronności i bezpieczeństwa państwa
11.1.1.1,Organizacja dowodzenia
11.1.1.2,Infrastruktura teleinformatyczna
11.1.1.3,Bezpieczeństwo teleinformatyczne
11.1.1.4,Identyfikacja bojowa i monitorowanie położenia wojsk
11.1.1.5,Usługi teleinformatyczne
11.1.1.6,Automatyzacja dowodzenia
11.1.1.7,Wsparcie teleinformatyczne
11.1.2.1,Rozpoznanie ogólnowojskowe
11.1.2.2,Rozpoznanie obrazowe
11.1.2.3,Rozpoznanie i walka radioelektroniczna
11.1.2.4,Zabezpieczenie geograficzne
11.1.2.5,Zabezpieczenie meteorologiczno-oceanograficzne
11.1.2.6,Zabezpieczenie nawigacyjno-hydrograficzne
11.1.3.1,"Oddziaływanie kinetyczne, niekinetyczne, manewr oraz rażenie minowe"
11.1.3.2,Wyposażenie Sił Zbrojnych RP w środki obrony przeciwrakietowej i przeciwlotniczej
11.1.3.3,Sformowanie Wojsk Obrony Terytorialnej
11.1.4.1,Kierowanie systemem logistycznym
11.1.4.2,Zabezpieczenie materiałowe
11.1.4.3,Zabezpieczenie techniczne
11.1.4.4,Zarządzanie infrastrukturą wojskową
11.1.4.5,Zabezpieczenie medyczne wojsk
11.1.4.6,Transport i ruch wojsk
11.1.5.1,Zapewnienie bezpieczeństwa
11.1.5.2,Wsparcie inżynieryjne
11.1.5.3,Obrona przed bronią masowego rażenia
11.1.6.1,Prowadzenie uzupełniania SZ RP
11.1.6.2,Ewidencja wojskowa
11.1.7.1,Utrzymanie i rozwój bazy szkoleniowej
11.1.7.2,Gromadzenie oraz wdrożenie wniosków i doświadczeń w wymiarze narodowym i międzynarodowym
11.1.8.1,"Budowa i wdrażanie rozwiązań w obszarze informatyki, cyberbezpieczeństwa oraz wsparcia kryptologicznego"
11.1.9.1,Realizacja inwestycji mieszkaniowych oraz modernizacja zasobu mieszkaniowego i internatów
